,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3749,4424-TKOPW,1,1,0,0,2,1,1,1,0,0,0,0,1,1,0,1,0,93.85,196.75,1
3750,4415-WNGVR,0,1,1,0,12,1,0,2,1,0,1,1,1,1,1,1,0,79.2,943.85,0
3751,2522-AHJXR,1,0,1,0,60,1,1,1,1,0,1,1,1,1,0,1,2,109.45,6572.85,0
3752,0412-UCCNP,1,0,0,0,55,1,0,2,1,0,1,1,0,0,2,1,0,59.2,3175.85,0
3753,1816-FLZDK,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,29.15,29.15,0
3754,7096-UCLNH,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,20.05,20.05,0
3755,8443-ZRDBZ,1,0,0,0,4,1,1,1,0,0,0,0,0,0,0,1,0,76.05,318.9,1
3756,9136-ALYBR,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,24.45,24.45,1
3757,4615-PIVVU,0,0,0,0,42,1,0,2,0,0,1,1,0,1,2,0,3,66.5,2762.75,0
3758,8885-QSQBX,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,2,49.55,49.55,0
3759,7479-NITWS,1,0,0,0,7,1,1,1,0,0,1,0,1,0,0,1,3,89.35,631.85,1
3760,8617-ENBDS,1,0,0,0,3,1,0,1,0,0,1,0,0,0,0,1,3,73.6,232.5,0
3761,9385-NXKDA,0,0,1,0,72,1,1,2,1,1,1,0,1,1,2,1,3,82.65,5919.35,0
3762,0430-IHCDJ,1,0,0,0,15,1,1,2,0,0,0,0,0,0,0,1,0,49.0,749.25,0
3763,2959-MJHIC,1,0,1,0,4,1,0,1,0,0,0,0,1,0,0,1,0,80.35,307.4,1
3764,6674-KVJHG,0,0,0,0,11,1,1,0,0,0,0,0,0,0,1,0,0,25.2,245.15,0
3765,1814-DKOLC,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,1,25.45,134.75,0
3766,4201-JMNGR,0,1,0,0,1,1,0,2,1,0,1,0,0,0,0,1,0,55.8,55.8,1
3767,9351-HXDMR,1,0,1,0,72,1,1,1,1,0,1,1,1,1,2,1,3,110.9,8240.85,0
3768,3537-HPKQT,0,0,1,0,55,1,1,1,0,1,0,0,0,0,0,1,3,77.75,4266.4,0
3769,2129-ALKBS,0,0,1,1,40,1,1,0,0,0,0,0,0,0,0,1,0,26.2,1077.5,0
3770,5821-MMEIL,0,0,1,0,57,1,0,0,0,0,0,0,0,0,2,0,2,19.9,1115.6,0
3771,5960-WPXQM,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,79.05,79.05,1
3772,0684-AOSIH,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,95.0,95.0,1
3773,8260-NGFNY,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,25.2,25.2,1
3774,1309-XGFSN,1,1,1,1,52,1,1,2,0,1,1,0,1,1,1,1,0,80.85,4079.55,0
3775,1866-RZZQS,1,1,0,0,41,1,1,1,0,0,1,0,1,1,0,1,0,98.4,4187.75,1
3776,6968-URWQU,1,0,1,0,43,1,0,2,0,0,0,0,1,0,1,1,1,56.35,2391.15,0
3777,4742-TXUEX,0,0,1,1,47,1,0,0,0,0,0,0,0,0,2,0,2,19.3,890.5,0
3778,9631-XEYKE,1,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,2,50.4,137.25,0
3779,8631-NBHFZ,1,1,1,1,66,1,1,2,1,1,1,1,1,0,2,0,3,79.4,5154.6,1
3780,1335-MXCSE,1,0,1,1,55,1,0,2,0,0,1,1,0,0,2,1,3,55.25,3119.9,0
3781,8873-TMKGR,1,0,0,0,29,1,0,0,0,0,0,0,0,0,1,0,1,19.1,529.5,0
3782,8800-JOOCF,0,0,0,1,12,1,1,1,0,0,0,0,1,0,0,1,0,84.05,966.55,0
3783,1469-LBJQJ,0,0,1,0,66,1,1,1,0,1,1,0,1,1,0,1,0,105.2,6936.85,0
3784,4958-XCBDQ,1,1,0,0,35,1,1,1,0,0,1,0,1,1,0,1,0,101.4,3496.3,1
3785,8337-UPOAQ,1,1,1,0,10,1,1,1,0,0,1,0,0,1,0,1,0,89.8,914.3,1
3786,0064-YIJGF,1,0,1,1,27,1,1,1,0,0,0,0,0,0,0,1,2,75.75,1929.0,0
3787,2386-OWURY,0,0,0,0,58,1,0,1,0,0,0,1,1,1,0,1,0,95.3,5817.7,0
3788,1725-IQNIY,1,0,1,0,54,1,0,1,1,1,1,1,1,1,2,0,2,109.75,6110.2,1
3789,0310-VQXAM,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,19.85,178.8,0
3790,6598-RFFVI,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,3,19.3,28.3,1
3791,3453-RTHJQ,1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,0,69.1,435.0,0
3792,6712-OAWRH,0,1,0,0,26,1,0,1,0,0,0,0,1,1,0,1,0,91.25,2351.8,1
3793,6278-FEPBZ,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,20.25,186.15,0
3794,4280-DLSHD,1,0,1,0,8,1,0,2,0,1,1,0,0,0,0,1,1,54.75,445.85,0
3795,1508-DFXCU,1,0,0,0,12,1,0,1,0,0,0,0,1,0,0,1,0,81.45,912.0,0
3796,8614-VGMMV,0,0,0,0,15,1,1,2,0,0,0,0,0,0,0,1,0,49.1,679.55,1
3797,7868-BGSZA,1,0,1,0,43,1,1,2,1,0,1,0,1,1,1,1,0,80.2,3581.6,0
3798,2800-QQUSO,1,0,0,0,42,1,1,1,0,0,0,1,1,1,0,1,0,100.3,4222.95,0
3799,2930-UOTMB,0,0,0,0,31,1,1,2,1,0,1,1,0,0,0,0,3,65.25,1994.3,1
3800,7973-DZRKH,0,0,0,1,66,1,1,1,1,0,1,1,0,0,2,1,3,90.95,5930.05,0
3801,5914-DVBWJ,0,1,0,0,18,1,1,1,0,1,0,1,0,0,0,1,0,85.45,1505.85,1
3802,7698-YFGEZ,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,20.0,20.0,0
3803,2533-QVMSK,1,0,1,0,61,1,1,1,0,1,0,1,1,0,2,1,0,94.1,5638.3,1
3804,9773-PEQBZ,1,0,0,0,10,1,1,1,0,1,0,0,0,0,0,0,0,79.85,797.25,0
3805,8644-XLFBW,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,71.65,71.65,1
3806,0650-BWOZN,0,1,0,0,18,1,0,1,0,1,0,0,0,0,0,1,0,73.55,1359.45,0
3807,8625-AZYZY,1,0,1,0,24,1,1,1,0,1,1,0,1,1,0,1,0,104.65,2542.45,1
3808,7785-RDVIG,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,19.3,54.7,0
3809,9602-WCXPI,1,0,0,0,50,1,0,0,0,0,0,0,0,0,1,0,3,20.15,989.05,0
3810,2903-YYTBW,1,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,44.55,44.55,0
3811,3620-MWJNE,1,0,0,0,2,1,0,2,1,0,0,1,0,0,0,1,1,54.45,87.3,0
3812,8573-JGCZW,1,0,0,0,17,1,0,0,0,0,0,0,0,0,1,1,2,19.65,351.55,0
3813,6837-HAEVO,1,0,1,1,69,1,1,1,0,1,1,0,1,1,2,1,0,105.0,7297.75,0
3814,6701-YVNQG,1,0,1,0,72,1,1,2,1,1,1,1,1,1,2,1,3,88.7,6301.7,0
3815,9306-CPCBC,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,1,0,74.25,210.3,1
3816,4304-XUMGI,1,1,1,1,50,1,1,2,1,1,1,0,0,1,2,1,2,75.15,3822.45,0
3817,9504-YAZWB,0,0,0,0,53,1,0,0,0,0,0,0,0,0,2,0,1,20.25,1048.45,0
3818,8819-ZBYNA,0,0,1,0,58,1,1,1,1,1,0,1,1,1,2,1,3,109.1,6393.65,0
3819,6174-NRBTZ,1,0,0,0,46,0,0,2,1,0,0,0,0,0,1,1,2,30.75,1489.3,0
3820,9481-IEBZY,1,1,1,0,72,1,1,1,1,1,1,1,1,1,0,1,3,112.9,8061.5,0
3821,1833-VGRUM,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,74.2,74.2,1
3822,6137-NICCO,0,0,1,1,6,1,1,1,0,1,1,0,1,0,0,1,1,94.05,518.75,0
3823,9065-ZCPQX,1,0,1,0,72,1,1,2,1,1,1,1,0,1,2,0,2,78.85,5763.15,0
3824,6402-EJMWF,1,0,0,0,4,1,0,2,0,0,0,0,0,1,0,1,1,55.3,238.5,0
3825,3620-EHIMZ,0,0,1,1,52,1,0,0,0,0,0,0,0,0,2,0,1,19.35,1031.7,0
3827,6870-ECSHE,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,20.45,34.8,0
3828,8747-UDCOI,0,0,1,0,65,1,0,0,0,0,0,0,0,0,2,0,2,19.35,1319.95,0
3829,8374-XGEJJ,1,1,1,0,43,1,1,1,0,1,0,0,1,1,0,1,0,101.0,4388.4,1
3830,2656-TABEH,1,0,1,0,4,1,1,1,0,1,0,0,1,1,0,1,0,100.2,420.2,1
3831,6946-LMSQS,1,1,1,0,25,1,1,1,1,0,0,0,0,1,1,1,0,89.05,2177.45,1
3832,4626-OZDTJ,0,0,1,0,51,1,1,2,0,1,0,1,1,1,1,1,3,78.65,3950.85,0
3833,9169-BSVIN,1,0,0,0,12,1,1,2,0,0,1,0,1,1,0,0,2,74.75,827.05,0
3834,2325-ZUSFD,0,0,1,1,57,1,0,2,1,0,0,0,1,1,1,1,2,70.1,3913.3,1
3835,8194-PEEBY,0,0,1,1,24,1,0,0,0,0,0,0,0,0,1,0,1,19.9,533.5,0
3836,6872-HXFNF,0,0,1,0,64,1,1,2,0,0,1,1,0,0,1,0,2,58.35,3756.45,0
3837,3932-CMDTD,0,0,0,0,4,1,0,1,0,1,1,1,1,1,1,1,0,105.65,443.9,1
3838,7714-YXSMB,0,0,0,0,26,1,1,1,0,0,1,0,1,1,0,1,2,100.5,2599.95,0
3839,8387-UGUSU,0,0,1,1,15,1,0,0,0,0,0,0,0,0,0,0,1,20.05,284.3,0
3840,1080-BWSYE,1,1,1,0,64,1,1,0,0,0,0,0,0,0,2,0,3,25.65,1740.8,0
3841,4039-HEUNW,1,1,1,0,36,1,1,1,0,1,0,0,1,1,0,1,0,96.5,3436.1,1
3842,1194-HVAIF,0,0,1,0,27,1,1,1,0,0,0,0,1,1,0,0,3,95.0,2462.55,0
3843,0812-WUPTB,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,70.85,70.85,1
3844,3594-UVONA,0,0,0,0,35,1,1,2,1,0,1,1,1,1,1,1,3,85.95,3110.1,1
3845,0004-TLHLJ,1,0,0,0,4,1,0,1,0,0,1,0,0,0,0,1,0,73.9,280.85,1
3846,1767-TGTKO,0,0,1,1,8,1,0,2,0,0,0,0,0,0,0,1,0,45.45,411.75,0
3847,8439-LTUGF,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,3,20.0,198.6,0
3848,8805-JNRAZ,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,1,49.2,103.7,0
3849,5089-IFSDP,0,0,1,0,58,1,1,1,1,1,1,0,1,1,2,1,2,109.45,6144.55,1
3850,6418-HNFED,1,0,1,0,51,1,0,2,1,1,1,1,1,1,2,1,3,83.25,4089.45,0
3851,0206-OYVOC,0,0,1,1,46,1,0,0,0,0,0,0,0,0,2,1,1,19.25,864.2,0
3852,7291-CDTMJ,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,19.65,19.65,0
3853,7128-GGCNO,1,0,0,0,46,1,1,1,0,0,0,0,0,0,0,0,2,72.8,3249.4,0
3854,0237-YFUTL,0,0,1,0,50,1,1,1,1,1,0,1,1,1,0,1,2,109.65,5405.8,0
3855,7691-KGKGP,1,0,1,1,53,1,0,2,0,1,0,1,1,0,0,0,3,65.0,3363.8,0
3856,6710-HSJRD,1,0,1,0,61,1,1,1,0,1,1,1,1,1,0,1,0,114.1,7132.15,0
3857,3675-EQOZA,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2,20.65,93.55,0
3858,0840-DCNZE,1,0,0,0,47,1,0,2,1,1,1,1,1,1,1,1,2,86.95,4138.9,0
3859,1732-FEKLD,0,0,0,0,54,1,1,1,0,1,1,0,1,0,1,1,2,94.75,5121.75,0
3860,9862-KJTYK,1,0,0,1,19,0,0,2,0,0,0,0,0,0,0,1,3,25.35,566.1,0
3861,0479-HMSWA,0,0,0,1,26,1,0,1,0,1,1,1,1,1,2,1,0,105.45,2715.3,0
3862,5854-KSRBJ,1,0,1,1,70,1,1,0,0,0,0,0,0,0,2,0,1,25.4,1782.05,0
3863,0365-BZUWY,1,0,1,0,17,1,1,1,0,1,1,0,1,1,0,1,0,102.55,1742.5,0
3864,4817-VYYWS,0,0,0,0,30,1,1,1,0,1,0,0,1,1,0,1,0,100.2,2983.8,1
3865,5701-SVCWR,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,24.0,24.0,0
3866,3129-AAQOU,0,0,1,1,19,1,1,0,0,0,0,0,0,0,2,0,1,25.6,485.9,0
3867,4922-CVPDX,0,0,1,0,26,1,0,2,0,1,1,0,1,1,2,1,3,73.5,1905.7,0
3868,1396-QWFBJ,0,0,1,1,21,1,0,1,0,1,0,0,0,0,0,1,2,74.05,1565.7,1
3869,1357-BIJKI,1,0,1,0,50,1,1,1,0,1,0,0,1,1,1,1,0,98.25,4858.7,0
3870,1099-BTKWT,0,0,1,0,68,0,0,2,1,0,1,0,1,1,1,1,0,54.4,3723.65,0
3871,5299-SJCZT,1,0,0,0,3,1,1,1,0,0,1,0,1,1,0,1,2,101.55,298.35,1
3872,2018-PZKMU,1,0,1,1,9,1,0,1,0,0,1,1,1,1,0,0,0,103.1,970.45,0
3873,7340-KEFQE,0,0,1,1,51,0,0,2,1,0,0,1,0,0,2,0,2,34.2,1782.0,0
3874,4570-QHXHL,0,0,0,0,9,1,0,2,0,0,0,0,0,0,0,1,0,43.75,405.7,0
3875,2403-BCASL,1,1,1,1,41,1,1,1,0,1,1,1,1,1,1,1,0,111.95,4534.9,1
3876,7392-YYPYJ,1,0,0,0,22,1,1,1,0,1,0,0,1,1,0,1,0,100.65,2415.95,0
3877,2898-LSJGD,0,0,1,1,21,0,0,2,1,0,1,0,1,1,1,1,0,55.95,1157.05,1
3878,2223-GDSHL,1,0,1,1,71,1,1,1,1,1,1,1,1,1,2,1,2,116.05,8297.5,0
3879,7359-PTSXY,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,45.75,45.75,1
3880,9470-RTWDV,1,0,1,1,26,1,1,2,0,0,1,1,1,1,1,1,3,82.0,2083.1,0
3881,2176-OSJUV,1,0,1,0,71,1,1,2,1,1,0,1,0,0,2,0,2,65.15,4681.75,0
3882,9348-YVOMK,1,0,0,0,4,1,0,2,0,0,0,0,0,0,0,1,3,44.8,176.2,0
3883,8104-OSKWT,0,0,0,0,12,1,1,1,1,0,0,0,0,0,0,1,0,79.8,1001.2,0
3884,4521-YEEHE,0,0,1,0,18,1,1,1,0,0,0,1,1,0,0,1,0,88.85,1594.75,0
3885,4090-KPJIP,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,1,0,74.95,212.4,0
3886,3786-WOVKF,0,1,1,0,72,1,1,1,1,1,0,0,1,1,1,1,2,106.85,7677.4,0
3887,4503-BDXBD,1,0,0,0,11,1,0,1,0,1,0,0,0,0,0,0,0,74.95,815.5,1
3888,6086-ESGRL,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,3,80.15,80.15,1
3889,2592-HODOV,1,0,0,0,13,1,0,0,0,0,0,0,0,0,1,0,3,19.3,259.65,0
3890,3886-CERTZ,0,0,1,0,72,1,1,1,0,1,1,1,1,1,1,1,0,109.25,8109.8,1
3891,7995-ZHHNZ,1,0,1,0,42,1,1,2,1,0,0,0,0,0,1,0,3,56.1,2386.85,0
3892,3824-RHKVR,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,3,19.7,340.35,0
3893,5816-SCGFC,0,1,0,0,7,1,0,2,0,1,0,0,0,0,0,1,1,51.3,419.35,0
3894,5989-AXPUC,0,0,1,0,68,1,1,1,1,1,1,1,1,1,2,0,1,118.6,7990.05,0
3895,4979-HPRFL,1,0,1,1,56,1,1,0,0,0,0,0,0,0,2,0,2,24.15,1402.25,0
3896,8590-OHDIW,0,0,1,1,38,1,0,0,0,0,0,0,0,0,1,0,1,20.3,749.35,0
3897,8015-IHCGW,0,0,1,1,72,1,1,1,1,1,1,1,1,1,2,1,0,115.5,8425.15,0
3898,2332-TODQS,0,0,0,0,48,1,1,0,0,0,0,0,0,0,1,0,3,25.05,1171.5,0
3899,9278-VZKCD,0,1,1,0,52,1,1,1,1,1,1,0,1,1,0,1,0,109.1,5647.95,0
3900,8008-OTEZX,0,0,1,1,35,1,0,0,0,0,0,0,0,0,1,0,1,19.65,708.8,0
3901,2773-OVBPK,1,0,1,0,67,1,1,1,0,1,1,1,1,1,2,1,2,111.3,7567.2,0
3902,5999-LCXAO,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,29.9,29.9,0
3903,5206-XZZQI,1,0,0,0,53,1,0,1,0,1,0,1,0,0,0,1,1,80.6,4348.1,0
3904,4803-LBYPN,1,0,1,1,34,1,0,0,0,0,0,0,0,0,0,0,1,20.8,635.9,0
3905,5759-RCVCB,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,3,35.2,108.95,1
3906,6372-RFVNS,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,78.8,78.8,1
3907,2139-FQHLM,1,0,0,0,19,1,0,1,0,0,1,1,1,0,0,0,1,89.95,1682.4,0
3908,8261-GWDBQ,0,1,1,0,60,1,1,1,1,1,1,1,1,1,2,1,2,116.05,6925.9,0
3909,1093-YSWCA,1,0,0,0,11,1,0,0,0,0,0,0,0,0,2,0,3,19.55,223.15,0
3910,8938-UMKPI,0,0,0,0,47,1,1,1,0,1,1,0,1,1,0,1,0,106.4,5127.95,1
3911,0991-BRRFB,1,0,0,0,18,1,0,2,1,0,0,0,0,0,0,0,0,49.4,874.8,1
3912,3882-IYOIJ,0,0,1,1,60,1,1,1,1,1,1,1,1,1,2,0,3,115.25,6758.45,0
3913,8749-TZYEC,1,0,1,0,72,1,1,0,0,0,0,0,0,0,2,0,3,24.8,1874.3,0
3914,1755-FZQEC,1,0,0,0,39,1,0,0,0,0,0,0,0,0,1,0,1,19.9,791.15,0
3915,3115-JPJDD,0,0,1,0,59,1,0,1,1,0,1,0,0,0,1,1,3,81.25,4639.45,0
3916,5600-KTXFM,1,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1,69.95,143.9,0
3917,3871-IKPYH,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,69.1,69.1,1
3918,6319-IEJWJ,1,0,1,1,20,1,0,1,0,0,0,0,1,1,0,1,0,90.2,1776.55,1
3919,9025-AOMKI,0,0,0,0,6,1,1,1,0,0,0,0,1,1,0,1,2,93.55,536.4,1
3920,6339-TBELP,1,0,0,0,71,1,1,1,0,0,1,1,0,0,2,1,3,86.4,6172.0,0
3921,7964-YESJC,0,0,1,0,24,1,1,2,1,1,1,0,0,0,0,0,1,66.3,1559.45,0
3922,6173-GOLSU,1,1,1,0,67,1,1,1,0,0,0,0,1,1,0,1,3,94.65,6079.0,0
3923,5275-SQEIZ,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,80.85,80.85,1
3924,7716-YTYHG,0,0,1,1,48,1,1,1,0,0,0,0,0,1,1,1,1,82.05,4029.95,1
3925,9938-ZREHM,0,0,1,0,37,1,1,2,0,1,0,1,0,1,1,0,1,72.1,2658.4,0
3926,7950-XWOVN,1,0,0,0,11,0,0,2,0,1,1,0,0,0,0,0,1,34.7,383.55,0
3927,4390-KYULV,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,3,20.55,51.15,1
3928,4647-MUZON,0,0,1,0,18,1,0,1,0,0,1,0,1,1,0,1,3,95.95,1745.5,0
3929,9702-AIUJO,1,0,1,1,50,1,0,2,0,0,0,0,0,0,1,1,2,44.8,2230.85,0
3930,8849-PRIQJ,0,0,1,1,67,1,1,1,1,0,1,1,1,1,1,1,0,109.4,7281.6,0
3931,8851-RAGOV,0,0,1,0,25,1,0,2,1,1,0,1,0,1,0,1,1,71.05,1837.7,0
3932,1304-NECVQ,0,1,0,0,2,1,1,1,0,0,1,0,0,0,0,1,0,78.55,149.55,1
3933,5396-IZEPB,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,3,19.7,180.7,0
3934,1729-VLAZJ,0,0,0,1,10,0,0,2,1,1,0,1,0,0,1,0,1,40.25,411.45,0
3935,8285-ABVLB,0,0,1,0,70,1,0,0,0,0,0,0,0,0,2,0,3,19.85,1328.35,0
3936,0701-TJSEF,1,0,0,0,9,1,0,2,1,0,1,1,0,1,0,1,2,68.25,576.95,0
3937,5712-VBOXD,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,3,20.15,68.45,0
3938,6629-LADHQ,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,1,50.95,123.05,0
3939,8945-GRKHX,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,78.65,78.65,1
3940,1559-DTODC,1,0,0,0,19,0,0,2,0,0,0,0,0,0,0,1,2,25.15,468.35,0
3941,4797-MIWUM,1,0,1,1,7,1,0,0,0,0,0,0,0,0,0,1,2,20.25,174.7,0
3942,6959-UWKHF,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,42.9,42.9,1
3943,8720-RQSBJ,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,44.0,44.0,0
3944,4537-CIBHB,0,0,1,1,9,1,0,0,0,0,0,0,0,0,1,0,1,20.25,172.35,0
3945,3815-SLMEF,0,0,0,0,3,0,0,2,1,0,0,1,0,0,0,0,1,34.25,139.35,1
3946,5154-VEKBL,0,0,0,0,9,0,0,2,1,0,1,1,1,1,0,0,1,58.5,539.85,1
3947,4324-AHJKS,0,0,0,0,5,1,0,2,1,0,1,0,0,0,0,0,3,55.8,300.4,0
3948,4355-CVPVS,0,0,1,1,56,1,0,1,0,0,0,0,1,1,1,0,2,88.9,4968.0,0
3949,4495-LHSSK,0,0,0,1,18,1,1,2,1,0,0,0,0,0,0,0,1,57.65,992.7,0
3950,5655-JSMZM,1,1,0,0,49,1,1,1,0,0,0,0,1,1,0,1,0,96.2,4718.25,1
3951,5915-ANOEI,1,0,1,0,70,1,1,2,1,1,1,1,1,0,2,0,1,79.15,5536.5,0
3952,9861-PDSZP,0,0,0,0,72,1,1,1,0,1,1,1,1,1,2,1,3,108.05,7806.6,0
3953,4505-EXZHB,0,1,0,0,6,1,0,1,0,0,1,0,0,0,0,0,0,74.4,434.1,1
3954,7225-CBZPL,1,1,1,0,17,1,1,1,0,0,0,0,1,1,0,1,0,94.8,1563.9,0
3955,6704-UTUKK,1,0,1,0,29,0,0,2,0,0,0,0,1,1,0,1,0,45.9,1332.4,0
3956,4587-VVTOX,0,0,1,0,6,1,1,1,0,1,1,0,1,1,0,1,0,105.3,545.2,1
3957,2019-HDCZY,1,0,1,0,63,1,1,1,0,0,1,0,1,1,2,0,0,102.6,6296.75,0
3958,4652-NNHNY,1,0,1,0,16,1,1,1,0,0,0,0,0,0,0,1,2,73.85,1284.2,1
3959,8788-DOXSU,1,0,0,0,59,1,0,2,0,0,1,0,0,1,1,1,2,61.35,3645.5,0
3960,7404-JLKQG,0,0,0,0,3,1,0,2,0,0,1,0,1,0,0,0,0,57.55,161.45,0
3961,7421-ZLUPA,0,0,0,0,8,0,0,2,0,1,0,0,0,0,0,1,1,29.25,226.95,0
3962,8972-HJWNV,0,1,1,0,7,1,1,1,0,0,0,0,0,1,0,1,0,84.55,646.85,1
3963,3274-NSDWE,0,0,0,0,68,1,0,0,0,0,0,0,0,0,2,0,3,19.6,1441.65,0
3964,2632-IVXVF,0,0,1,1,68,1,1,1,1,0,1,1,1,1,2,0,3,111.75,7511.3,0
3965,3692-JHONH,0,1,1,0,52,1,1,1,0,1,1,0,1,1,1,1,0,106.5,5621.85,0
3966,8915-NNTRC,1,0,1,1,72,1,1,1,1,1,0,1,1,1,2,1,3,107.7,7919.8,0
3967,5914-GXMDA,0,0,1,0,32,1,0,0,0,0,0,0,0,0,1,0,1,19.3,593.2,0
3968,7463-IFMQU,0,0,1,0,72,1,0,0,0,0,0,0,0,0,2,0,2,20.05,1423.65,0
3969,2920-RNCEZ,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,69.95,69.95,0
3970,2541-YGPKE,1,0,1,1,42,1,0,2,1,0,0,1,0,1,1,0,3,63.7,2763.35,0
3971,8515-OCTJS,0,0,0,0,25,1,1,0,0,0,0,0,0,0,2,0,3,24.75,692.1,1
3972,5382-TEMLV,1,0,0,0,45,1,0,2,1,0,0,0,0,0,0,1,2,50.9,2298.55,0
3973,3441-CGZJH,0,0,1,1,43,0,0,2,1,0,1,1,1,1,1,1,3,60.4,2640.55,0
3974,9592-ERDKV,1,0,1,0,37,1,1,2,1,0,1,0,1,1,1,0,1,79.25,2911.8,0
3975,2860-RANUS,0,1,0,0,20,1,1,1,0,0,0,0,0,1,0,1,3,85.8,1727.5,1
3976,5261-QSHQM,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,1,0,24.45,86.6,1
3977,4778-IZARL,1,0,1,0,63,1,0,1,1,1,1,1,1,1,2,1,3,110.1,6705.7,0
3978,0432-CAJZV,1,0,0,0,3,1,0,1,0,0,0,0,1,1,0,0,1,90.7,237.65,0
3979,7008-LZVOZ,1,0,1,1,66,1,1,0,0,0,0,0,0,0,2,1,3,25.3,1672.35,0
3980,8868-WOZGU,1,0,0,0,28,1,1,1,0,1,1,0,1,1,0,1,0,105.7,2979.5,1
3981,1200-TUZHR,0,1,0,0,8,1,1,1,0,0,0,0,0,1,0,0,0,85.2,695.75,0
3982,9365-CSLBQ,1,0,0,1,71,1,1,0,0,0,0,0,0,0,2,0,1,24.35,1654.6,0
3983,1334-FJSVR,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,24.25,24.25,1
3984,5884-FBCTL,0,0,1,1,72,1,1,0,0,0,0,0,0,0,2,0,2,25.1,1857.85,0
3985,7130-CTCUS,1,1,1,0,16,1,0,2,1,1,0,0,0,0,0,1,2,54.55,825.1,0
3986,6242-FEGFD,1,0,1,0,66,1,1,1,1,1,1,1,0,0,2,0,1,96.6,6424.25,0
3987,7625-XCQRH,0,0,0,0,11,1,1,1,0,0,0,0,0,0,0,1,0,76.5,837.95,1
3988,6194-HBGQN,1,0,0,0,51,1,1,2,1,1,1,1,1,0,1,1,3,81.15,4126.2,0
3989,7634-WSWDB,0,0,0,1,8,0,0,2,1,0,0,0,0,1,0,1,0,38.5,330.8,0
3990,6986-IXNDM,1,0,0,0,14,1,0,1,0,0,0,0,1,1,0,1,0,92.9,1337.45,0
3991,1731-TVIUK,0,0,0,0,4,1,1,1,0,1,0,1,0,1,0,1,0,93.5,362.2,1
3992,2987-BJXIK,0,0,0,0,70,1,1,2,1,1,1,0,1,1,2,0,1,84.7,5991.05,0
3993,9769-TSBZE,0,0,0,1,70,1,1,2,1,1,0,1,0,0,2,0,0,66.0,4891.5,0
