country,winery,variety,points,price,description
US,Stolo,Sauvignon Blanc,88,25,"Very strong grassy notes met with juicy passion fruit and cut tennis ball elements on the nose of this distinctive bottling from an extremely coastal vineyard. There is a nice tactile acidity and minerality to the palate, which is clean and crisp while dominated by the grassy flavors."
US,Talbott,Chardonnay,88,23,"Quite restrained on the nose, this nicely priced bottling slowly unleashes sea salt, apple peel, key lime pith and chalk aromas. It's tightly wound on the palate with lemon skin and pear skin tartness, proving very racy in style."
Italy,Cusumano,White Blend,88,18,"Made with 70% Inzolia and 30% Chardonnay, this opens with scents of white flower, Mediterranean herb and a hint of orchard fruit. The linear palate offers lime and yellow apple accompanied by bright acidity."
Italy,CVA Canicatt,Grillo,88,,"Intense aromas of white flower, honeydew melon and tomato vine lead the nose while the bright, juicy palate offers pink grapefruit, kiwi and unripe peach. A briny note closes finish."
France,Domaine Saint-Rmy,Pinot Noir,88,23,Aromatic red berries signal tart pleasure: redcurrant and raspberry. The very easy and smooth body fully plays into that with light-bodied charm. Drink while the aromas still sing.
Italy,Terredora,Greco,88,23,"Aromas of citrus zest, orchard fruit and a hint of toasted walnut lead the nose. The palate includes mature peach, pear and mineral alongside bright acidity. A hint of hazelnut signals the close."
Chile,Via Tarapac,Carmenre,88,19,"Leathery, herbal aromas of black fruits, horsehide and murky earth lead to a medium-bodied palate with wiry acidity. Saucy, herbal tomato and plum flavors are typical of the variety, while the finish maintains the wine's true-to-form flavors."
Moldova,Vinaria din Vale,Feteasca Neagra,88,12,"This 100% Feteasca Neagra has aromas of fresh strawberry and red plum. It is soft on entry into the mouth and has flavors of dried cherries, cloves and prunes."
Italy,Caruso & Minini,Catarratto,88,18,"Heady aromas of white wild flower, chopped herb and a whiff of honeydew melon lead the nose. The enjoyable palate offers ripe lemon and juicy nectarine that carry through to the tangy finish."
France,Chanson Pre et Fils,Pinot Noir,88,77,"In this generous interpretation of Nuits Saint-Georges, ripe berry fruits burst through the typical dry tannins. It has plenty of red-fruit flavors, a generous texture and structure. Drink this already attractive wine from 2018."
France,Chanson Pre et Fils,Chardonnay,88,25,"This wine is fresh, crisp with acidity and an attractive zingy character. It has a lift and brightness along with hints of yellow fruits and a touch of spice."
US,Reata,Chardonnay,88,25,"This is an enjoyable, easy-drinking white, fermented equally in stainless steel and French oak barrels. Rounded and full-bodied in style, it's well-composed in anise and plenty of green apple dripped in honey."
US,Reustle,Malbec,88,31,"This is a dark, fragrant wine, showing a burst of black cherry and cassis. It's forward and buoyant, juicy and clean, with a youthful grapy character. It should drink best now through 2018."
France,Domaine Zinck,Pinot Blanc,88,15,"Notions of baked Mirabelle plums lend their full-fruited aspect to nose and palate. Their softness is countered by fresh, lively crispness. This is friendly, refreshing and fruit-driven."
US,Firesteed,Riesling,88,15,"Despite the low alcohol, this is completely dry. Crisp and steely, with fruit rather than flower flavors, it's accented with mineral and a whiff of petrol. The finish stops short, but more time in bottle may fix that."
US,Firesteed,Ros,88,16,"Tasted barely six months past fermentation, this is as fresh as spring strawberries. It's juicy and forward, delicious and rather substantial at near 14% alcohol. Enjoy this chilled with cold salads and picnic fare."
US,Monte Volpe,Montepulciano,88,28,"It's a treat to taste this varietal that is so popular in Italy, but rarely bottled by California wineries. This is a big-impact wine that is not overly full bodied. It is dark colored, full of dark-fruit flavors like blackberry and black fig, and moderately tannic but also fresh and lively."
Italy,Mustilli,Greco,88,21,"Bright and refreshing, this offers aromas of orchard fruit and citrus. The lively palate delivers white peach, mature pear and nectarine alongside crisp acidity while a mineral note signals the close."
Italy,Masseria del Feudo,Grillo,88,19,"Inviting scents of hay and chamomile lead the nose while the succulent palate offers juicy lemon, mature apple, peach and Mediterranean herb. Bright acidity lifts the finish."
US,Cloak & Dagger,Syrah,87,49,"An array of damp, dank herbs shows on the nose of this bottling from the Fairbairn Vineyard, with aromas of oregano, thyme, chaparral and moist earth. The palate is relatively light in body, showing flavors of oregano-crusted pork roast and a woody character."
France,Domaine de Villalin,Sauvignon Blanc,87,18,"This aromatic, herbal wine is crisp and lively, with bright acidity and green fruits. Citrus and gooseberry flavors bring out an even fresher side. It finishes light and fruity. Drink now."
France,Domaine Philippe Portier,Sauvignon Blanc,87,20,"Intensely herbal, this is a crisp, cool wine. Layers of citrus, grapefruit and gooseberry mingle with grassy, herbal flavors. Green, fresh and drinkable now, this is a fine apritif style."
France,Domaine Sautereau,Sauvignon Blanc,87,22,"This wine is soft, lightly fruity and refreshing. Apple and ripe pear flavors contrast with the textured acidity. It's a balanced wine, full of fruitiness and ready to drink now."
France,Domaine Vincent Pinard,Sauvignon Blanc,87,42,"From vines nearly 30 years in age, this is Pinard's immediately attractive, drink-now wine. Fresh lemon and grapefruit flavors are lightly herbal in character. Juicy, lively and crisp, it's ready to drink."
US,Envolve,Cabernet Sauvignon,87,45,"A majority varietal with 10% Merlot, 8% Cabernet Franc, 3% Malbec and 2% Petit Verdot, this wine offers dusty tar, tobacco and chocolate around more succulent flavors of blackberry and black cherry. It finishes lean."
Italy,Ferrero,Sangiovese,87,55,"Oak, coconut, toasted nut, porcini mushroom, steeped prune and dried sage aromas lead the nose on this robust wine. The warm, one-dimensional palate offers dried berry, raisin, vanilla, anise, oak-driven spice and mocha framed in velvety tannins. The heat of alcohol marks the close."
US,Francis Tannahill,Gew_rztraminer,87,25,"This wine starts out strongly reduced, making it a challenge to get at the pink grapefruit, lychee and spice aromas. The flavors drink just off dry, with high wire acidity. There are good things going on but the reduction is a challenge to overcome."
US,Maddalena,Chardonnay,87,16,"Named after the matriarch of the Riboli wine family, who founded what may be the first tasting room in California, this shows light yellow fruits on the nose. The palate combines lemon and apple with a slight hue of brown spice, offering plump fruit with a tang."
US,Merriam,Sauvignon Blanc,87,20,"An estate wine blended with 6% Smillon, this was aged in 50% neutral oak. The texture provides the illusion of a bigger body and more power than it should have, given the alcohol level. It finishes in a twist of fresh tangerine."
US,Merry Cellars,Cabernet Franc,87,46,"The aromas explore this variety's savory side, with notes of green herbs and dill followed by vanilla, char, burnt coffee and green wood. The palate shows flavors of char and game, with the tannins seeming gritty."
Canada,Meyer Family Vineyards,Chardonnay,87,20,"Young and firm to the point of tightness, this suggests a light mix of celery, cucumber, lemon and apple, with a whiff of coconut. There's a woodynot toastyscent underlying it and carrying through on the palate."
US,:Nota Bene,Syrah,87,40,"Cedar, herb, mushroom and woodspice aromas are followed by tart cranberry and flavors that show some astringency. The wood gets out front."
Morocco,Ouled Thaleb,White Blend,87,15,"Deep straw to the eye, this wine has a bouquet of lemon curd and apricot. Slightly savory flavors of pear, apricot, lavender and thyme are joined in the finish by the faintest hint of sweetness and a floral note."
Turkey,Paaeli,Bordeaux-style Red Blend,87,,"This deep red-violet colored Bordeaux-style blend offers a bouquet of elderberry and black currant. Strong tannins stay in the forefront amidst cooked fruit flavors of elderberry, cassis and blueberry with hints of mint and anisette that linger into the cool, syrupy finish."
Turkey,Paaeli,Yapincak,87,16,"Medium-straw colored in the glass, this has a soft bouquet of guava and pineapple. It is slightly stiff at first, but tropical fruit flavors of guava and passion fruit with touches of lemon curd quickly wash across the palate. The citrus-laced finish offers long-lasting floral notes."
US,Pegasus Estate,Cabernet Sauvignon,87,60,"A bit thinner aromatically than some other Cabs, this shows black cherry, tobacco ash, soft cedar and rose petals on the nose. The palate is also relatively light, but offers complex black pepper, thyme, red cherry, turned earth and dried-mint flavors."
Italy,Podere La Vigna,Sangiovese,87,55,"Charred earth, toasted hazelnut, grilled porcini and funky notes of game and farmyard emerge in the glass. The aromas carry over to the robust palate, along with leather, dried black cherry, oak, anise and espresso alongside a tannic backbone. The heat of evident alcohol dominates the finish."
Italy,Podere San Cristoforo,Sangiovese,87,20,"Made with 100% Sangiovese, this straightforward red has subdued aromas of red berry, toasted oak and a whiff of blue flower. On the tart, tangy palate, zesty acidity and round tannins underscore sour cherry, fresh raspberry and white pepper."
Canada,Tinhorn Creek,White Blend,87,21,"This unusual five-grape blend includes Chardonnay, Smillon, Sauvignon Blanc, Viognier and Muscat. It maintains a sense of focus, with the grassy, herbal character of Sauv Blanc and Smillon commanding most of the attention. It's stiff, woody (rather than oaky) and herbal. Try it with fresh goat cheese."
Canada,Township 7,Sauvignon Blanc,87,18,"The first sniff is yeasty and beery, a nod to the wine's youth. With ample air it brings in light hints of citrus blossom, lemon verbena and mint. Flavors of lemon and pineapple come next, and the small percentage that was barrel fermented helps to round off the acids."
US,Tyler Florence,Chardonnay,87,20,"The chef returns to wine in this blend of mostly Chardonnay with 4% Viognier. A smooth, round and ripely agreeable quaff, it's thick in oak with a taste of vanilla."
Spain,Vicente Gandia,Tempranillo-Shiraz,87,12,"Leathery plum and berry aromas come with a touch of char. This blend of Shiraz and Tempranillo feels round and solid. Familiar flavors of berry fruits and cherry are a bit spicy, while the finish tastes of black fruits and feels right."
Spain,Vicente Gandia,Chardonnay-Sauvignon Blanc,87,12,"Apple and peach aromas are basic but clean and fresh. So is the palate on this Chardonnay-Sauvignon Blanc blend. Flavors of nectarine and apple don't stray far from basic, while green apple and citrus flavors are propped up on the finish by racy acidity."
US,Waterbrook,Chardonnay,87,13,"Aromas of freshly cut pear, apple and almond butter mix with assorted spices. The flavors are elegant in style, pulling up toward the finish. It provides easy drinking enjoyment."
US,Zepaltas,Pinot Noir,87,32,"Made at a somewhat approachable price point, this blend of coastal vineyard sites holds back on fruit and texture. It provides a tightly closed and still youthful touch of savory herb and tea, finishing lean."
Italy,Livernano,Red Blend,87,,"Aromas of toasted oak, roasted coffee bean and dried black-skinned fruit lead the nose. The firm, astringent palate offers raisin, dried black cherry and star anise alongside close-grained tannins. Drink soon to capture the remaining fruit richness."
Italy,Vecchia Cantina di Montepulciano,Red Blend,87,25,"Aromas of wild red berry, pressed violet and a whiff of baking spice flow through this simple, easygoing wine. On the easy-drinking palate, round tannins support mature black cherry, cinnamon and a hint of mocha. Drink through 2017."
Italy,Albatreti,Sangiovese,87,35,"Aromas of underbrush, toasted oak, coffee and a whiff of roasted herb emerge on this. The brawny palate displays dried black cherry, hazelnut, anise and vanilla alongside astringent tannins that leave a tongue-drying finish. A green note of powdered sage marks the close."
US,Anthony Road,Red Blend,87,22,"Fresh, fruity cranberry and raspberry flavors penetrate through this vivaciously brisk blend of Cabernet Franc and Lemberger. It's fairly straightforward in style, but hints of herb and bramble lend a savory complexity to the midpalate. The finish is moderately long, marked by a spray of fine tannins."
Italy,Serradenari,Nebbiolo,89,15,"This luminous, young Nebbiolo leads with aromas of rose petal, blue flower, eucalyptus, graphite and alpine herb. The fresh palate offers ripe Morello cherry, white pepper, mineral and a balsamic note alongside lithe tannins. Balanced and fresh, it closes on a licorice note."
Morocco,Ouled Thaleb,Cabernet Sauvignon Grenache,89,14,"Aromas of black cherry, toffee and black pepper set the scene for flavors of cherry, espresso bean, violet and flint. Velvety tannins structure a silky palate, and a vein of brightness shines through the long finish."
Portugal,Quinta do Monte d'Oiro,Tinta Roriz,89,30,"This smooth and rich wine shows deliciously ripe and fruity character. Weighty berry fruits support ripe tannins, and give way to a pleasant balance of fruit and acidity. Drink now through 2018."
Slovenia,Bati,Cabernet Franc,89,35,"This wine is garnet in color, with aromas of cherry, vanilla, red plum and cassis. Flavors of tart cherry, red raspberry and blackberry drive the palate and lead to a lingering finish."
Portugal,Herdade de So Miguel,Portuguese Red,89,13,"This is a soft wine, smoothly textured and rich, with concentrated and ripe black fruit tones. While there is a dry core, it is the generosity of the surrounding fruit that makes this an eminently drinkable wine."
US,Columbia Crest,Merlot,89,15,"Nearly 100% Merlot with just a pinch of Cabernet Sauvignon blended in, it brings an assortment of red fruit notes along with plum, milk chocolate and coffee. The barrel flavors play a big part in the show with the tannins giving a lightly chalky feel."
US,Cooper-Garrod,Bordeaux-style Red Blend,89,39,"Elegant aromas suggest tar, prune, cherry preserves and mint. It's soft on the mouth with unfolding tannins, featuring flavors of Italian herbs and cedar. It's a very austere and extremely dry wine, with very little overt fruit."
US,Mercy,Chardonnay,89,24,"From this appellation's tremendously rocky soils come aromas of golden pear and buttered toast. The palate is dominated by racy tones of lemon peel and fresh-cut yellow flowers, but rounded out with a slight vanilla buttercream on the finish."
US,Ehret,Cabernet Sauvignon,89,75,"Winemaker Nick Goldschmidt is behind this wine, an aromatic study in campfire and toasty smoke amid a palate of back-of-the-mouth tannins. Dense and soft, the wine needs more time in the bottle to settle. It aged in French oak, 70% of it new, for 20 months."
US,Haka by Labyrinth,Red Blend,89,22,"This blend of Merlot and Tempranillo, with touches of Petit Verdot and Cabernet Sauvignon, opens with notes of warm cherry pie, black tobacco and cedar. Fresh boysenberry starts the palate, with mouthwatering spice in the midpalate and mocha on the finish."
US,Pull,Rhne-style Red Blend,89,18,"Pull's well-priced portfolio delivers consistent quality, and this 54% Syrah, 27% Petite Sirah, 16% Grenache, and 3% Viognier blend is appealing, with black cherry aromas lingering amidst rose petals and mint. Blackberry juice wins the palate, with a touch of black licorice and ample yet easygoing tannins."
US,Ross Andrew,Pinot Gris,89,20,"An aromatically appealing wine with notes of star fruit, pear, citrus and mineral. It drinks just a hair off dry, with rich fruit flavors and a lingering finish that keep you coming back for more."
France,Chateau Brisson,Bordeaux-style Red Blend,89,20,"Packed with wood and fruit, this rich wine needs time. A juicy blend of 85% Merlot and 15% Cabernet Sauvignon, it's full of attractive acidity and blackberry fruits. The tannins do need to soften and round out, so drink from 2017."
Turkey,Yazgan,Cabernet Sauvignon-Merlot,89,16,"Flavors of tart cherry, thyme, smoked meat and menthol are held together by slightly grippy tannins, with a silky and bright finish."
US,Fritz,Sauvignon Blanc,89,25,"Almost entirely fermented in stainless steel, it has unquestionable acidity captured in the bottle, without a sacrifice of ripe, juicy peach fruit. Lemongrass lingers on the tail end."
Slovenia,Kabaj,Merlot,89,37,"Intense aromas of freshly picked mint and dried herb drive the bouquet. On the palate there are flavors of black currant, black plum and tobacco leaf. The finish is long with a pleasant level of acidity."
US,Krutz,Cabernet Sauvignon,89,55,"A Syrah-esque bit of smoke and cured meat wafts from this wine aromatically, which follows through on the palate. Bright cherry and currant fruit then intermix with a restrained sense of clove spice, the Stagecoach Cab blended with Malbec and Petit Verdot, aged in 60% new French oak."
Canada,Meyer Family Vineyards,Pinot Noir,89,40,"Aromatically appealing in notes of sarsaparilla, barrel spice and cherry. This full-bodied Pinot brings pomegranate and plum flavors to the palate, showing some dryness from the tannins."
France,Hugel,Pinot Noir,89,54,"This ripe, sweet-fruited wine is soft and quite mature. Red fruits have developed into a smooth and round texture with a delicate mushroom character. Drink now."
Italy,Il Bricco,Nebbiolo,89,,"Although the nose isn't very expressive, the palate offers up ripe sour cherry, black pepper, sage and licorice alongside bracing tannins. Young and aggressive, this needs time. Drink after 2018."
US,Matchbook,Red Blend,89,17,"This blend of Tempranillo, Syrah and other varieties is medium to full bodied, nicely tannic and firm in texture. Bold in flavor, it tastes complete and well crafted without being too showy. The balance is dry and the flavors resemble cranberry and ripe cherry."
Italy,Pio Cesare,Nebbiolo,89,100,"At first closed, this eventually opens up in the glass to reveal exotic spice, blue flower, espresso and dried blackberry. The palate is a bit shy but shows black cherry, mocha and vanilla alongside drying tannins."
Chile,Montes,Malbec,89,25,"Broad, ripe berry aromas are dark and full on the nose. The palate is lively, with a shot of bracing acidity. Flavors of dark fruit, grilled meat, herb and salt finish briny, with a final wave of hard tannins. Drink through 2016."
US,Wise Villa,Touriga Nacional,89,34,"This well-balanced red made from a variety used in Port wines grows on you with each sip. It has bright cherry and raspberry aromas, exotic floral flavors, good acidity, a smooth texture and medium body. It should be versatile with food."
Italy,Bersano,Nebbiolo,89,45,"Aromas of licorice, black cherry and a whiff of cooking spices lead the nose. The palate delivers dark cherry, ripe raspberry, white pepper, and notes of anisette and sage alongside bracing tannins."
Uruguay,Bouza,Albario,89,25,"A good example of South American Albario, this wine shows aromas of leesy buttercup, acacia, vanilla, grassy citrus and apple aromas on the nose. The energetic palate comes on strong with apricot and nectarine flavors which move to nutty and leesy tones on the finish."
Italy,Ca'Rom,Nebbiolo,89,97,"Subtle aromas include crushed flower, forest floor, graphite, black berry and a note of menthol. The ripe palate offers red cherry-berry and a hint of cinnamon alongside muted but drying tannins. Drink through 2021."
France,Chteau Amour,Bordeaux-style Red Blend,89,,"This firmly tannic blend of 50-50 Merlot and Cabernet Sauvignon is still developing. While its juicy black currant fruits are right there, it needs another few years to soften the dry, hard-edged tannins and minerality. The juicy acidity at the end promises the wait will be worth it."
France,Chteau la Chapelle aux Moines,Bordeaux-style Red Blend,89,25,"This generous and full-bodied wine is full of juicy red berry fruits, ripe tannins and just enough structure to support its opulent character. Wood aging gives a fine-grained texture that will allow it to age. Drink from 2016."
France,Chteau Lagrave,Bordeaux-style Red Blend,89,18,"Firm and solidly structured, this is a dense wine. It has plenty of tannins and a touch of bitter chocolate, but they are supported by the ripe fruit and fresh black currant flavors. It's a wine for aging, drink from 2017."
Spain,Taron,Tempranillo,90,30,"Edgy cherry and currant aromas are more crisp than rich, while this old-vines Rioja also shows an aromatic note of dusty earth. High acidity tethered to a medium body creates some midpalate emptiness, while plum, currant and berry flavors are fresh on a pointy finish. Drink through 2024."
Spain,Venta del Puerto,Red Blend,90,20,"Ripe berry fruit and gritty oak aromas lead to a full-bodied blocky palate with grating tannins. This is a heavily oaked blend of Syrah, Tempranillo and Merlot. Flavors of blackberry, vanilla and wood spice finish with barrel char and depth. Drink through 2023."
France,Chteau Paradis,Ros,90,30,This wine comes from the best 50-year-old land of angels parcels on Xavier and Odile Thieblin's romantically-named estate. It is dry with attractive orange zest and red-berry flavors. The Mourvdre in the blend shows in the perfumed character of this stylish wine. Drink now.
France,Chteau Roquefeuille,Ros,90,35,"This is crisp and lemony, with intense acidity. It has a spicy note that gives the wine an exotic character, enhanced by lychee fruit. The wine is full in the mouth, really fruity and crisp at the end."
France,Domaine de l'Amaurigue,Ros,90,21,This blend of 80% Grenache and 20% Cinsault comes from a 100-acre property in the center of the Ctes de Provence. The wine is ripe and with great fruit. There is a touch of spice and pepper that gives the wine an attractive edge. It is all about delicious red-currant and orange-zest fruit. Drink now.
France,Domaine Jacourette,Ros,90,25,"The vines in the prestigious Sainte-Victoire appellation produce a ripe wine, lightly structured and with nervy energy. Apricots and red berries give plenty of richness to this attractive wine. Drink now."
Italy,Abbazia di Novacella,Kerner,90,20,"Intense yellow stone fruit, grapefruit, smoky flint and nutmeg aromas jump out of the glass. The bright, generous palate doles out juicy apricot, mature peach and orange zest notes, framed by tangy acidity. A mineral note lifts the lingering finish."
Italy,Abbazia di Novacella,Sylvaner,90,20,"Yellow apple and yellow pear aromas follow through to the round, juicy palate, along with citrus and Alpine herb notes. Fresh acidity lifts the rich flavors while a flinty mineral note backs up the lingering finish."
US,Anaba,Pinot Noir,90,42,"Green Valley vineyards figure prominently in this appellation wine, providing delicate, layered acidity and crisp, savory, succulent fruit. Cranberry, cherry and black tea flavors ripple through its bright texture, accented with clove, cola and cedar."
France,Chteau de Berne,White Blend,90,26,"This blend of Smillon and Rolle is ripe and fat. It has a rich character that is crispened by a herbal edge. Now that it is mature, it's well balanced while keeping plenty of fruit. There is a nutty soft aftertaste. Drink now."
France,Chteau de Berne,Ros,90,22,"From this showplace estate close to Saint-Tropez, this attractive wine brings out a warm and sunny character. It is smooth with just a light tang of clementines that is balanced with the riper raspberry fruit. Drink now."
France,Chteau de Brigue,Ros,90,18,This is a finely balanced wine. It is dry with its red fruit right to the fore. The acidity and the tangy texture both promise some further aging. This is a great food-style ros that will be good to drink from late 2017.
Austria,Hermann Moser,Gr_ner Veltliner,90,17,"Creamy, herbal freshness shines in this wine, recalling yeast and sage, lemon zest and aloe vera. The palate is sprightly and fresh, delivering loads of lemon and lime flavor in its slender, easy frame. A slight spritz makes it even more refreshing."
Austria,J_ger,Gr_ner Veltliner,90,27,"With an aroma reminiscent of peardrop and a zesty, easy and fresh palate, this wine is light on its feet and almost weightless. A whisper of zesty vigor on the finish makes it clean and refreshing."
Italy,Jermann,Sauvignon,90,34,"Bright, round and delicious, this has exotic fruit, white flower and cantaloupe aromas that follow through to the lively palate, along with honeydew melon fruit. It has noteworthy freshness for the vintage."
Austria,Johanneshof Reinisch,Zweigelt,90,19,"A restrained nose leads to a cherry-fruited, sprightly, light palate. Ample freshness and peppery spice give this ease and poise, with fragrant forest fruit and cherry notes. A lovely summer red that can even be served slightly chilled."
Austria,Kohl,Gr_ner Veltliner,90,22,"Peardrop scents accent the yeasty nose of this wine. The palate is full of generous, fruity yellow and green pear, set against a backdrop of zesty-fresh grapefruit peel. Salty savor provides depth to its otherwise light, dry and refreshing body."
US,Lafond,Chardonnay,90,42,"Candied macadamia nut, ripe pear and toasted marshmallow aromas may sound over the top, but they're all in balance in this bottling. The palate is tangy with mandarin and lemon skin accents that give depth to the toasted almond and beeswax flavors."
US,Lone Madrone,Rhne-style Red Blend,90,35,"Roasted meat, wet slate, dried Concord grape and wet cement notes show on the somewhat gamy nose of this blend of 37% Mourvdre, 23% Grenache, 23% Syrah, 12% Cinsault and 5% Counoise. The texture is lively and grippy, supporting prominent wood and elderberry flavors."
US,Maddalena,Zinfandel,90,19,"This is a very solid wine for its price, with rocky mineral, dried fennel and herbal aromas on the nose. It really shines on the rich and juicy palate, where smoked beef, oregano, marjoram and thyme notes back up the blackberry fruit. Complex and tasty."
Austria,Markowitsch,Zweigelt,90,12,"Fresh but ripe cherry notes shine on nose and palate of this wine. The body is fluid and has a pleasant weight: neither light nor heavy, with just enough density and freshness to fill the palate with its exuberant cherry fruit."
Spain,Mart_n Berdugo,Tempranillo,90,36,"Textbook Duero Valley aromas of licorice root, cola, peppery spice, blackberry and vanilla are complete and cover all the bases. While this is medium to full in body and weight, it is racy due to pulsing acidity. Flavors of toasty oak and vanilla are compatible with tart berry and plum fruit, while this is lithe and bolstered by acidity on the finish. Drink through 2027."
Italy,Masut da Rive,Sauvignon,90,24,"This compelling white has alluring ripe yellow stone fruit, hay and spring flower aromas. Round and bright, the savory palate doles out succulent grapefruit, yellow peach and dried herb flavors while a mineral touch closes the finish."
US,McClean,Zinfandel,90,16,"Compelling warm berry compote and orange rind aromas mark the nose of this stylishly labeled bottling, with dried fennel, cola and dill accents. The palate is as hearty as expected, with ripe blackberry, vanilla, rose petal and ginger snap flavors."
Italy,Paolo Cal,Red Blend,90,,"This blend of Nero d'Avola and Frappato opens with blackberry, red rose and baking spice aromas. The vibrant palate delivers succulent Marasca cherry, raspberry jam, anise and white pepper flavors, set against bright acidity and polished tannins. Enjoy through 2020."
US,Peter Paul Wines,Chardonnay,90,45,"Creamy butter and vanilla aromas suggest richness in this vineyard-designated wine, and its body and texture are equally full. Spicy oak and nutmeg flavors accent its dense, ripe apple and pear flavors, adorned in caramelized honey."
US,Phelps Creek,Pinot Noir,90,,"Pale copper in color, this graceful homage to French winemaker Alexandrine Roy is a real joy. Slightly dusty flavors conjure dried flowers, watermelon and strawberry. It's finished dry, and lingers elegantly on the palate."
France,Producteurs Plaimont,Red Blend,90,13,"This is a bold ripe wine that is dominated by firm while juicy Tannat. Named after the characteristic black berets worn by the menfolk of Gascony, the wine is powerful and dense with black fruits and balanced acidity. Drink this already enjoyable wine now, or better from 2018."
US,Quady North,Grenache,90,16,"This delicious ros is packed with citrus, watermelon, strawberry and apple power. There's plenty of acid and a dry finish, with a pleasing firmness to the palate."
US,Renwood,Barbera,90,100,"This luxurious and well-mannered wine was aged in a new but un-toasted French cask. Solid structure supports its ample fruit flavors and full body, lending balance. Bright acidity and moderate tannins add texture on the palate, framing its ripe black cherry, blueberry and dark chocolate flavors nicely."
US,La Folia Winery,Pinot Grigio,86,20,"Light citrus and floral aromas meld with richer, riper flavors and a generous texture. More than just a palate cleanser, this unoaked wine has some depth and is rich enough to hold interest."
Italy,Leopoldo I di Toscana,Red Blend,86,15,"A blend of 70% Cabernet Sauvignon and 30% Merlot, this easygoing red offers aromas and flavors of red currant, black cherry, white pepper and a hint of clove. Smooth, rather fleeting tannins provide the easy-drinking framework."
US,McFadden,Zinfandel,86,19,"This has a lighter and more mature color than usual, along with lighter and more mature aromas and flavors. After adjusting for the apparent time warp, it's easy to enjoy the alluring aroma of cherries and black tea, and rather light cinnamon and pomegranate flavors."
US,Melrose,Pinot Noir,86,28,"Chunky and fruit forward, this opens with scents of roses and cherries, and cherry fruit is the most striking impression on the palate. There's a light suggestion of leather also, and sharp, finishing acidity."
Italy,Poggio Borgoni,Red Blend,86,29,"Made with Sangiovese and Merlot, this soft, fruity wine offers juicy black cherry, raspberry and the faintest hint of baking spice. It's easy-drinking and accessible, thanks to fresh acidity and round tannins. Drink now."
US,Rodney Strong,Meritage,86,55,"Wild strawberry and a soft layering of fresh earth form the core of this blend, based mostly on Cabernet Sauvignon, with a healthy dose of Merlot and then smaller supporting handfuls of Cabernet Franc, Malbec and Petit Verdot. Blackberries come to fore as the wine develops, along with a swathe of bittersweet chocolate."
US,South Coast,Sauvignon Blanc,86,16,"Tropical ripeness shows strong on the nose of this wine, which is made from the Musque clone out of the Carter Estate Vineyard. It shows aromas of Juicy Fruit gum, papaya-orange-guava juice and daffodils. The palate offers a honeyed red-apple flavor."
Chile,Via Bisquertt,Viognier,86,11,"Floral aromas of buttercup and peach blossom are true to the variety. This is also correct in its full, round, peach-driven palate. Apricot and mango flavors creep toward an astringent and salty finish."
Chile,Via Maipo,Sauvignon Blanc,86,13,"Clean, modest lemon-lime aromas open this citrusy Sauv Blanc. Citrus, nettle, white pepper and jalapeo flavors are direct, while the finish hums with peppery spice and preserving acidity."
France,Chteau Lagrzette,Malbec,86,14,"Bright, fruity and with light tannins, this is a generous, open approach to Malbec. It has fruit more than structure, plus plenty of black plums and ripe berries sharpened by acidity. It's ready to drink."
US,Krutz,Merlot,86,25,"Herbal peppercorn gives this wine an edge on the nose that speaks to grapes that were picked not overripe. The palate offers thick, smoky oak and perceptible sandalwood and cedar. On the finish is more of that herbal greenness. The wine is blended with tiny amounts of Malbec and Petit Verdot."
US,Parducci,Cabernet Sauvignon,86,20,"Aromas of pomegranate juice, wood smoke and vanilla lead to fairly generous flavors of ripe plum and toasted oak. It's full-bodied and firm in texture, with enough tannins and acidity to keep the mouthfeel lively."
Spain,Pealba Herraiz,Tempranillo Blend,86,16,"Baked, earthy aromas of vanilla and raisin suggest a ripe wine with an overt oak character. A shearing, tannic palate is an enamel-peeler, while this tastes of wiry plum and blackberry. On the finish it settles a bit, leaving spicy notes."
US,Vasco Urbano,Mourvdre,86,42,"This combines the sweet spiciness of oak with the apparent sweetness of the grapes in a full-bodied, extreme-flavored package. Aromas suggest charred wood, vanilla, maple syrup and cherry juice, while the flavor conveys blackberry jam."
Chile,Ventisquero,Pinot Noir,86,18,"Briny aromas of seashell and beach grass fold in red fruit scents and leather. This high-acid wine delivers a crisp one-note mouthfeel and zesty, herbal flavors of red fruits and oak."
US,Abbeyville,Chardonnay,86,13,"A subtle but not quite austere wine, this has mild honeydew melon aromas, subdued grape and mineral flavors, and a dry, slightly tart texture that's appetizing. Light-bodied, it makes a nice choice for people who don't like too much fruitiness."
Chile,Calcu,Cabernet Sauvignon,86,14,"Solid blackberry aromas mark the nose. This is astringent on the palate, with rock-hard tannins. Blackberry, cassis and prune flavors veer toward chocolate on a choppy, tough finish."
US,A to Z,Ros,86,12,"The grapes used in this ros are unspecified, but seem more tannic and earthy than Pinot Noir. Cranberry, tart apple and a strong streak of citrus define this medium-bodied wine. It's perfect for summer outdoors sipping."
Greece,Spyros Hatziyiannis,Assyrtico,86,13,"On the nose, the wine offers soft floral aromas with a spin of lemon. On the palate, it's overall fresh and friendly, with citrus and tropical fruit flavors."
